p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
6.747219144955832e-200,1.2104116690625366,0.79,0.424,9.139108331842675e-196,18,Taf1
6.908083254791266e-200,1.018109099136382,0.534,0.334,9.35699876861477e-196,7,Lta
7.42330091480669e-200,1.2286222317788176,0.628,0.477,1.0054861089105662e-195,11,Cdk19
7.860853268120926e-200,1.8929995886163653,0.156,0.044,1.0647525751669795e-195,10,Nckap5
9.248927258184986e-200,1.1977392171204562,0.266,0.109,1.2527671971211564e-195,8,Tbx21
1.1243347978836875e-199,1.0849820775227448,0.178,0.084,1.5229114837334547e-195,3,Slc8b1
1.1735155412982971e-199,2.159412231564552,0.086,0.019,1.5895268006885434e-195,7,Pecr
1.353346462933319e-199,1.6086122150954634,0.485,0.169,1.8331077840431804e-195,18,Tsen34
1.6087613401775582e-199,2.0636333098918525,0.409,0.112,2.1790672352705024e-195,20,Tbx21
3.7472077980494824e-199,1.112277632298444,0.365,0.189,5.075592962458024e-195,7,Ncf1
8.750141146465624e-199,1.1480604247441022,0.4,0.219,1.1852066182887687e-194,7,Stx11
9.428859949985532e-199,1.0184287805846823,0.198,0.098,1.2771390802255403e-194,3,Smim24
1.784194527439954e-198,1.5855694031478054,0.42,0.189,2.416691487417418e-194,13,Clic4
3.645282935425795e-198,1.6157890552572054,0.474,0.289,4.93753573603424e-194,11,Pou2f1
4.2716985773366294e-198,1.5334738901311176,0.273,0.144,5.786015723002465e-194,5,Ahr
4.576224218015939e-198,1.0135221576544797,0.836,0.686,6.19849570330259e-194,11,Aven
6.882924965873178e-198,1.0369849991126554,0.849,0.625,9.32292186627522e-194,11,Nrp1
9.461568276595183e-198,1.6710168577070696,0.465,0.198,1.2815694230648175e-193,15,Arl5b
1.0518991582178301e-197,1.0042572776785508,0.514,0.286,1.424797409806051e-193,10,Agpat4
1.3741633641270666e-197,1.0355898603972442,0.88,0.559,1.8613042767101117e-193,18,Snrnp40
2.3745312118016425e-197,1.1046002615434898,0.91,0.642,3.216302526385325e-193,18,Pgam1
3.8094027732196935e-197,1.4891249196602283,0.187,0.081,5.159836056326075e-193,5,Serpina3f
4.364674371379799e-197,1.2231173787845282,0.769,0.409,5.911951436033938e-193,18,Mrpl28
6.01174478834e-197,1.3621134766937486,0.692,0.333,8.14290831580653e-193,18,Gsr
9.003957342416827e-197,1.098648751254563,0.653,0.51,1.2195860220303591e-192,11,Ythdf3
1.2929208878288172e-196,1.7242982277255845,0.545,0.188,1.751261342564133e-192,20,Podnl1
1.5141842559627097e-196,1.7627778619784567,0.167,0.051,2.0509625747014903e-192,9,Adam8
4.93146006468234e-196,1.4703438508437272,0.191,0.066,6.679662657612229e-192,8,Ccdc138
8.1167113192949e-196,2.9477685003743757,0.037,0.005,1.0994085481984942e-191,5,C2cd4b
9.666546188788095e-196,2.09700505333474,0.237,0.064,1.3093336812713474e-191,15,Zswim4
9.91898737675998e-196,1.4549634968007963,0.196,0.07,1.3435268401821393e-191,8,Haspin
1.0784011411302697e-195,1.0732733700014045,0.121,0.048,1.4606943456609504e-191,3,Ifng
1.3795032806369808e-195,1.4189482343556916,0.243,0.098,1.8685371936227904e-191,8,Cgas
1.600222501039847e-195,1.1074122021471793,0.679,0.522,2.167501377658473e-191,11,Zmiz1
1.6326569803447468e-195,1.4250748179591388,0.233,0.086,2.2114338798769595e-191,9,Baiap3
1.904049716043527e-195,1.294096601416828,0.358,0.167,2.5790353403809573e-191,10,2210408F21Rik
2.9633905850492894e-195,1.8870562011578065,0.347,0.096,4.0139125474492623e-191,18,Cep70
5.922938014719572e-195,1.170382770146318,0.831,0.493,8.02261954093766e-191,18,Sypl
8.379889399484781e-195,1.1188770838921227,0.694,0.532,1.1350560191602135e-190,11,Scaper
8.431753036383446e-195,1.4506837927494594,0.483,0.3,1.1420809487781377e-190,11,Ptbp2
1.6215812845640012e-194,1.0185591356909864,0.89,0.602,2.1964318499419397e-190,18,Etfa
2.955595785078695e-194,2.1094426687533376,0.35,0.087,4.0033544908890924e-190,20,Pvrig
4.146018695246296e-194,1.1639780880631188,0.439,0.259,5.615782322711107e-190,7,Zc3h12a
4.359491368580705e-194,2.5120566358111507,0.501,0.139,5.904931058742565e-190,21,Ccr8
5.803035155835164e-194,1.9651147195932657,0.102,0.024,7.860211118578729e-190,8,Cep72
5.983102777401722e-194,1.2442538897664845,0.6,0.439,8.104112711990632e-190,11,Atxn7
6.577196146909206e-194,1.2729582583410335,0.587,0.428,8.90881218098852e-190,11,Nrf1
1.2127545764001983e-193,1.8019210935213195,0.553,0.197,1.6426760737340687e-189,20,Gpr55
1.5622301496384887e-193,1.2506379787938315,0.598,0.446,2.116040737685333e-189,11,Cop1
3.209122423010097e-193,1.2722868795636832,0.258,0.113,4.346756321967176e-189,7,Tmem97
3.2881147589778015e-193,2.98833644410052,0.052,0.008,4.453751441035432e-189,6,Gm35065
4.2806497385675574e-193,1.4926784720500454,0.582,0.301,5.798140070889757e-189,15,Trib1
5.761002577072128e-193,1.096118224816039,0.306,0.145,7.803277990644197e-189,7,Mrps27
6.259676779105626e-193,1.1704796613005155,0.815,0.488,8.47873219729857e-189,18,Med30
6.5603697780034975e-193,1.5340273792628003,0.097,0.034,8.886020864305738e-189,3,A830005F24Rik
7.741837164671702e-193,1.9191682477447545,0.113,0.031,1.048631843954782e-188,7,Slc5a6
8.5654096256237e-193,1.312767823429262,0.64,0.482,1.1601847337907302e-188,11,Cd226
1.0296257597682615e-192,2.097263593708546,0.291,0.072,1.3946280916061102e-188,18,Shmt1
1.2175990282907546e-192,1.00997286201544,0.879,0.557,1.6492378838198272e-188,18,Rnaseh2c
2.8503067893296203e-192,1.7342780876643091,0.396,0.121,3.860740546146971e-188,18,Apoo
3.805864155120074e-192,1.2659293870511523,0.609,0.451,5.1550429981101396e-188,11,Nfat5
3.838085569288361e-192,1.6836928010643997,0.165,0.068,5.1986869036010846e-188,5,Areg
4.874632083214563e-192,1.1063328973462827,0.645,0.501,6.602689156714125e-188,11,Usp24
5.218790196459337e-192,1.0644404217346513,0.435,0.225,7.068851321104171e-188,9,Plk3
5.4313145116350694e-192,2.3309523285426472,0.072,0.018,7.356715506009701e-188,5,Tox2
6.979986073918935e-192,2.8513339777394995,0.053,0.008,9.454391137123197e-188,8,Spink10
7.388574140840834e-192,1.0900172738302105,0.156,0.074,1.000782367376891e-187,2,Gm31718
8.553270076729787e-192,1.3146933753678844,0.689,0.327,1.1585404318930496e-187,18,Aarsd1
8.99519671272843e-192,1.0529210098121449,0.345,0.175,1.218399394739066e-187,7,Elac2
9.470242785560994e-192,1.3756487946641447,0.627,0.271,1.2827443853042366e-187,18,Myo5a
9.953667365244707e-192,1.0237285004226226,0.342,0.171,1.3482242446223956e-187,7,Pcsk4
5.442413255207997e-191,1.5640511966067179,0.189,0.067,7.371748754179232e-187,8,Kif18a
7.492675088980994e-191,1.0316243283022732,0.588,0.372,1.0148828408024757e-186,9,Fgl2
8.956398300880319e-191,1.05671042268305,0.294,0.158,1.2131441498542391e-186,5,Frmd4b
5.865590231221956e-190,1.226907048264148,0.288,0.128,7.94494196819014e-186,8,Foxd2os
6.263356802649802e-190,1.3187029865354944,0.601,0.438,8.483716789189157e-186,11,Lrig1
7.939094689592182e-190,1.3500001803145851,0.677,0.489,1.075350375705261e-185,9,Odc1
1.3468124512213683e-189,1.450978763232777,0.158,0.064,1.8242574651793434e-185,5,Farp1
1.6374641691014455e-189,1.193572788623174,0.273,0.117,2.217945217047908e-185,8,Rtel1
1.6658388629137332e-189,1.743564981914386,0.137,0.04,2.2563787398166515e-185,8,2610020C07Rik
1.817467359146587e-189,2.406613744692863,0.081,0.015,2.4617595379640522e-185,9,Nectin1
2.0942799301975533e-189,1.7978876807032638,0.15,0.047,2.8367021654525858e-185,8,Zbed3
2.1633577110486908e-189,2.4068322858587274,0.071,0.013,2.9302680196154517e-185,8,Wdr90
3.036255048731616e-189,1.0690703108560695,0.495,0.283,4.112607463506974e-185,10,St6galnac3
5.075675879909444e-189,1.3819871004744462,0.12,0.048,6.875002979337342e-185,3,Adam8
5.204723120603215e-189,2.276005982817666,0.043,0.009,7.049797466857055e-185,3,Lefty1
5.288680847289539e-189,1.000903080355883,0.541,0.319,7.16351820765368e-185,10,Sorl1
6.2311033798660876e-189,1.7063634043750242,0.438,0.263,8.440029528028616e-185,11,Foxo3
1.794208715004031e-188,2.323013429941947,0.211,0.042,2.43025570447296e-184,18,2610020C07Rik
2.1051849470884444e-188,1.5392870151689524,0.202,0.08,2.851473010831298e-184,7,Eno3
5.0956758817214743e-188,1.463553468935551,0.276,0.132,6.902092981791737e-184,6,Crybg3
5.407868548185221e-188,2.4343351114161513,0.054,0.011,7.324957948516882e-184,5,Gm49180
5.796841679209321e-188,1.7325803727960325,0.186,0.062,7.851822054489025e-184,9,Ctla2b
6.181846595203389e-188,1.9507492061260958,0.103,0.027,8.373311213202991e-184,7,Ankrd13b
6.328889854330712e-188,2.755664668328744,0.2,0.05,8.57248130769095e-184,15,Rgs16
6.794606648125284e-188,1.9865528145874691,0.057,0.015,9.203294704885698e-184,3,Nqo1
8.593350388106378e-188,1.364423825456813,0.302,0.142,1.1639693100690088e-183,8,Zmynd19
9.014444418932863e-188,1.3031952801058113,0.311,0.136,1.2210064965444563e-183,10,Cysltr2
1.0710949125715313e-187,1.1526268849294432,0.648,0.509,1.4507980590781392e-183,11,Numb
1.1890607372099086e-187,1.910558778395271,0.302,0.114,1.6105827685508213e-183,13,Ccrl2
1.3194513529026656e-187,2.104836736230514,0.832,0.424,1.7871968575066605e-183,21,Tnfrsf9
1.3413092368728633e-187,1.254194397537434,0.755,0.33,1.8168033613442934e-183,20,Morrbid
1.3943360021129468e-187,1.310946534709715,0.72,0.368,1.8886281148619863e-183,18,Nde1
1.9765645156282007e-187,1.0948085991268126,0.816,0.463,2.677256636418398e-183,18,Nup50
2.676484161027019e-187,1.3873480104373153,0.542,0.371,3.625297796111097e-183,11,Dis3l2
4.045527119503554e-187,1.0343455681649525,0.86,0.536,5.479666483367564e-183,18,Emd
7.471232182081662e-187,1.3132244608515748,0.834,0.468,1.0119783990629612e-182,20,Unc119
1.3769993049982962e-186,1.4380358387855434,0.54,0.209,1.865145558620192e-182,18,Pole3
1.7796247170759424e-186,1.462081211274851,0.489,0.31,2.410501679279364e-182,11,Tmem135
3.415981668179069e-186,1.8808308005816838,0.325,0.089,4.6269471695485484e-182,18,Lmnb2
3.5080871779315608e-186,1.1637048088209323,0.679,0.511,4.751704082508299e-182,11,Slc4a7
4.30909817288674e-186,1.0609329702352426,0.364,0.195,5.8366734751750896e-182,7,Ntmt1
4.913191125842094e-186,1.5342480275404575,0.584,0.254,6.654917379953116e-182,18,Cdca7l
6.791942698790033e-186,1.0272011051694312,0.351,0.171,9.1996863855111e-182,8,Rpp30
8.67838380937366e-186,1.1396370804798748,0.613,0.361,1.1754870869796622e-181,13,Mov10
8.878625160303444e-186,2.24161028912315,0.225,0.047,1.2026097779631015e-181,18,Spata24
1.270091023987237e-185,1.8151964538908736,0.336,0.094,1.7203382919907125e-181,18,Arhgap21
1.850264749934573e-185,1.4784951006312395,0.187,0.067,2.5061836037863793e-181,8,Tspan17
2.141401806114455e-185,1.0703986816704276,0.437,0.249,2.9005287463820294e-181,8,Arl6ip6
2.6826668843079998e-185,1.0188516121337927,0.186,0.092,3.633672294795186e-181,3,Dcun1d4
2.746514199301614e-185,1.667022921388913,0.142,0.043,3.720153482954036e-181,8,Tbc1d31
2.8486380264558443e-185,1.0182511621410013,0.463,0.251,3.8584802068344413e-181,9,Adap1
2.8629695589772305e-185,1.2382662282057022,0.236,0.117,3.8778922676346586e-181,5,E130308A19Rik
3.167211989255945e-185,2.5199625574757865,0.353,0.133,4.2899886394471776e-181,15,Cd40lg
3.5134902236999526e-185,1.1689847061041778,0.381,0.188,4.7590225080015856e-181,9,Itga2
5.224459968195982e-185,1.2068115047191506,0.585,0.427,7.076531026921457e-181,11,Uty
8.520679918887997e-185,1.196610532976229,0.352,0.167,1.1541260950133792e-180,9,2210408F21Rik
8.648423791730651e-185,1.2580190121370718,0.534,0.289,1.1714290025899167e-180,13,Parp10
1.0894099822247629e-184,1.3386908136704674,0.542,0.376,1.4756058209234414e-180,11,Nfatc2
1.1097949820956465e-184,2.3266674601724877,0.072,0.015,1.5032173032485533e-180,7,Bag2
1.3592638932195863e-184,1.5626974023104514,0.221,0.087,1.8411229433659298e-180,8,Lmna
1.4558613835901874e-184,1.1210553418579432,0.291,0.129,1.9719642440729087e-180,8,Cemip2
2.7292285104649946e-184,1.42794950330823,0.525,0.354,3.696740017424835e-180,11,Tmem131l
4.432400134171682e-184,2.194475029808808,0.213,0.043,6.003685981735543e-180,18,Pcyt1b
4.5377017916744247e-184,1.1807826977903024,0.277,0.129,6.146317076823008e-180,7,Mtrr
1.1799278461501481e-183,1.4668122406510706,0.68,0.287,1.5982122676103757e-179,20,Runx2
1.1836291673724627e-183,1.2043720788105285,0.572,0.415,1.6032257072060007e-179,11,Ubr3
1.384676387247881e-183,1.1194189208936711,0.618,0.469,1.875544166527255e-179,11,Kdm4c
2.018257990011954e-183,1.7958733206076782,0.372,0.113,2.7337304474711917e-179,18,Cenpt
2.9373258094305826e-183,1.1428047627136484,0.655,0.512,3.978607808873724e-179,11,Rb1
3.246305093299161e-183,1.124921147898337,0.293,0.132,4.3971202488737137e-179,8,Fancm
3.459498052027363e-183,1.4501435428929683,0.527,0.202,4.685890111471063e-179,18,Mad1l1
3.6218567384689933e-183,2.195430393753983,0.237,0.052,4.905804952256251e-179,18,Cntrob
4.9813582197347794e-183,1.0489415580527992,0.717,0.5,6.747249708630758e-179,13,Tor1aip2
5.716746418564571e-183,1.3936338501897927,0.634,0.362,7.743333023945711e-179,15,Pdcd1lg2
7.331169065569745e-183,1.3698106432985486,0.523,0.358,9.93006849931422e-179,11,Reps1
7.955736448900879e-183,1.6620358717293293,0.396,0.125,1.077604502003624e-178,18,Trp53i13
1.3278775024417038e-182,1.4965176789090453,0.451,0.27,1.7986100770572878e-178,11,Notch2
1.3786459903444089e-182,1.923077108070876,0.502,0.192,1.8673759939215018e-178,19,Grn
1.5491832471052615e-182,1.1297986539436737,0.787,0.418,2.0983687082040768e-178,18,Rad50
2.2802500628508375e-182,1.3584618656052787,0.112,0.044,3.088598710131459e-178,3,5033430I15Rik
2.9655636853858574e-182,2.0337177353591107,0.098,0.023,4.016856011855144e-178,8,Rnf227
3.215252780408769e-182,1.639308218073002,0.473,0.301,4.3550598910636775e-178,11,Mcu
5.4827981725433336e-182,2.01309742453944,0.361,0.104,7.426450124709945e-178,19,Rnase4
1.125552038453551e-181,1.2314312656701438,0.331,0.162,1.5245602360853349e-177,8,Rom1
2.074192366358896e-181,1.0502411787721515,0.155,0.074,2.809493560233125e-177,2,Cxcr5
2.2803763084687642e-181,1.016696239293775,0.366,0.196,3.0887697098209413e-177,7,Mtln
2.420112241589972e-181,1.4412327852202784,0.555,0.399,3.2780420312336172e-177,11,Galnt10
2.7526955958633e-181,1.0015922735956155,0.851,0.667,3.7285261845968396e-177,15,B3gnt2
3.014390116771393e-181,1.2265574624619495,0.259,0.111,4.082991413166852e-177,8,Cenpt
3.364772062562262e-181,1.2667911351191068,0.247,0.11,4.557583758740584e-177,7,Polr3g
5.647411350332266e-181,2.8396966376792045,0.12,0.016,7.649418674025054e-177,18,Slco4a1
1.0530194228752673e-180,3.043193881695029,0.112,0.014,1.4263148082845495e-176,18,B020010K11Rik
1.2801953608160518e-180,1.4784358706702467,0.576,0.246,1.734024616225342e-176,18,Rdm1
2.3726304185890234e-180,1.114476234559752,0.675,0.54,3.213727901978832e-176,11,Nt5dc1
2.6365633606245015e-180,1.3213228213001484,0.303,0.135,3.571225071965887e-176,9,Chsy1
2.9049807301996888e-180,2.250366498503995,0.057,0.012,3.934796399055478e-176,5,Slc37a2
3.0413074171625753e-180,1.4790802634497209,0.456,0.157,4.1194508965467085e-176,18,Sclt1
3.4300929710090576e-180,1.858181386470756,0.323,0.157,4.646060929231769e-176,11,Snx29
7.071703450767193e-180,1.023505865210736,0.856,0.533,9.578622324064164e-176,18,Eed
8.907417039321492e-180,1.3888312065446462,0.595,0.254,1.2065096379760961e-175,18,Adap1
9.435352088211502e-180,1.0569207705706825,0.424,0.238,1.2780184403482478e-175,8,Umps
1.0526114825459445e-179,1.1014375986447684,0.301,0.147,1.4257622531084817e-175,7,Mrrf
1.3580908404816402e-179,1.4993640321643915,0.585,0.453,1.8395340434323816e-175,11,Cradd
3.250762664873584e-179,2.091377914009497,0.174,0.046,4.403158029571269e-175,13,Sdc3
3.664100124938793e-179,1.2355357522650945,0.632,0.481,4.963023619229595e-175,11,Prkcb
5.398880409816833e-179,1.3231699943522226,0.642,0.298,7.3127835150969e-175,18,Ubr7
6.222411516815459e-179,1.0452719724396682,0.684,0.55,8.428256399526539e-175,11,Ccny
8.310004681184934e-179,1.0343641745769054,0.961,0.819,1.1255901340664993e-174,19,Ctsb
1.3815878353702998e-178,1.3151122189163207,0.122,0.053,1.8713607230090712e-174,2,6330403K07Rik
1.4218986169791468e-178,1.113523871820985,0.32,0.163,1.9259616766982544e-174,7,Endog
1.4313162268171557e-178,1.4174625923664248,0.179,0.067,1.9387178292238374e-174,7,Fpgs
2.259091465493628e-178,1.2433353675364307,0.238,0.097,3.0599393900111194e-174,8,Cby1
2.4304077850929647e-178,1.101859078363896,0.669,0.508,3.2919873449084207e-174,11,Tnfaip3
2.876994668733546e-178,1.4189981486834666,0.531,0.208,3.896889278799588e-174,18,Taf6
3.303769671832443e-178,3.3204229466400137,0.056,0.008,4.4749560204970435e-174,10,Car2
3.9100202294550975e-178,1.2559821760467003,0.238,0.104,5.2961224007969295e-174,7,Tada2a
6.369327911621752e-178,1.401528071397822,0.675,0.339,8.627254656291664e-174,18,Cxcr4
7.393022786464585e-178,2.0250682947662053,0.054,0.014,1.001384936426628e-173,3,Themis2
1.2814115315752043e-177,1.4864537508176483,0.524,0.206,1.735671919518614e-173,18,Cdk5rap2
1.3232867602099298e-177,1.3703205442093158,0.302,0.135,1.79239191670435e-173,10,Chsy1
1.9114976664299776e-177,1.2908610442056478,0.223,0.089,2.5891235891794046e-173,8,Gcnt1
2.558278126718844e-177,1.3549512293027144,0.467,0.289,3.465187722640675e-173,11,Gvin1
2.5963419290441076e-177,1.2007398225879498,0.717,0.364,3.516745142890244e-173,18,Emc8
4.113177380157333e-177,1.5793334624268764,0.469,0.171,5.571298761423107e-173,18,Rap1gap2
4.347002628216141e-177,1.745781346947291,0.109,0.029,5.888015059918763e-173,8,Itgam
4.919480624760344e-177,2.027665896843834,0.455,0.286,6.663436506237887e-173,11,Wwox
6.153265731867899e-177,1.6040567739528357,0.525,0.262,8.33459843381507e-173,15,Zc3h12a
7.254772256404264e-177,1.3540925060452251,0.258,0.105,9.826589021299575e-173,9,B4galnt4
1.3378659505492002e-176,2.0471262203400573,0.097,0.023,1.8121394300188918e-172,8,Gm17092
1.6992269819202414e-176,1.1014749563440018,0.282,0.126,2.301602947010967e-172,8,Tjp2
1.856598609135683e-176,1.8985026317012,0.141,0.041,2.5147628160742826e-172,10,Gm14029
2.104703751727671e-176,1.2352670021112644,0.22,0.087,2.850821231715131e-172,8,Cyp2s1
2.656793518458528e-176,6.1217414497501474,0.155,0.003,3.598626820752076e-172,25,Kcnh4
3.218337852054752e-176,1.0176008335619233,0.729,0.562,4.3592386206081613e-172,11,Glcci1
3.990796076390266e-176,1.0913861541026928,0.677,0.31,5.405533285470616e-172,18,Mbnl3
4.600103794567504e-176,2.0924365251472983,0.519,0.363,6.230840589741685e-172,11,Fgf13
5.2448834359091296e-176,1.2954558715146054,0.666,0.324,7.104194613938916e-172,18,Mthfd1l
5.544718883422043e-176,1.1131196040675069,0.633,0.494,7.510321727595157e-172,11,Rev3l
6.162475639339238e-176,1.4947034282633624,0.269,0.114,8.347073253484998e-172,9,Lilr4b
6.339805172171402e-176,3.1810362083297896,0.039,0.004,8.587266105706164e-172,8,Fbln1
6.667255357119199e-176,1.5013162197247274,0.168,0.062,9.030797381217955e-172,7,Hspe1-rs1
8.828938402204139e-176,3.0946236495548645,0.037,0.005,1.1958797065785507e-171,7,Zbed5
1.1973367819681607e-175,1.535423475449647,0.088,0.031,1.6217926711758737e-171,3,Dock5
1.5384643315787562e-175,1.2775035947519648,0.643,0.374,2.0838499371234255e-171,15,Tob2
1.540161726911329e-175,1.2527662168671625,0.223,0.095,2.086149059101395e-171,7,Fastkd2
2.3961763139426194e-175,1.6759791417121825,0.114,0.031,3.245620817235278e-171,8,Gzma
4.273665604507849e-175,1.9353990909254626,0.245,0.072,5.788680061305882e-171,15,E430024P14Rik
4.8005240307586465e-175,1.217131073492163,0.58,0.435,6.502309799662587e-171,11,Kdm6a
4.926347530430342e-175,1.0356470883426596,0.315,0.158,6.672737729967898e-171,7,Taf4b
5.318762155611646e-175,1.1675011845936392,0.276,0.124,7.204263339775975e-171,8,Tlnrd1
6.547349006942718e-175,1.8078632768711542,0.092,0.029,8.868384229903911e-171,5,D230022J07Rik
7.486311632942151e-175,1.6914404192952688,0.471,0.197,1.0140209106820144e-170,16,Gm19951
1.872612578772724e-174,1.4134576178920684,0.193,0.072,2.5364537379476548e-170,8,Ighd
2.1186029607681296e-174,2.340488832987954,0.081,0.019,2.8696477103604316e-170,6,4933406I18Rik
2.126455141780902e-174,1.5803261583170145,0.601,0.439,2.8802834895422318e-170,11,Ppm1l
2.2092283002559705e-174,1.142427492472499,0.923,0.65,2.9923997326967122e-170,19,Glrx
2.4063881810872124e-174,1.2493196776062856,0.315,0.143,3.2594527912826293e-170,10,Tmem140
2.4433201049808813e-174,1.1338892935057563,0.613,0.478,3.309477082196604e-170,11,Dcaf5
3.0123502287752848e-174,2.385746040353706,0.062,0.012,4.080228384876123e-170,7,Icam5
3.38722602840212e-174,1.033194770430893,0.112,0.045,4.5879976554706714e-170,3,Cxcr6
3.5691662381306613e-174,1.4547418504412197,0.81,0.589,4.834435669547981e-170,18,Cdkn2d
4.246532683414436e-174,1.0933934839469246,0.816,0.488,5.751928519684853e-170,18,Snrpa1
4.916239233593351e-174,1.9084064099406275,0.08,0.023,6.659046041902194e-170,5,Renbp
6.37479882516208e-174,1.0846384225560712,0.296,0.145,8.634665008682037e-170,7,Utp25
8.47722647557733e-174,1.5953993653366316,0.142,0.048,1.1482403261169495e-169,7,Hyal2
8.838869273998772e-174,1.345174852901855,0.104,0.04,1.1972248431631336e-169,3,Cass4
1.204998937297235e-173,1.178727416106693,0.592,0.449,1.6321710605691047e-169,11,Sppl3
1.983828012062417e-173,1.0654205748802505,0.157,0.074,2.687095042338544e-169,3,Paqr8
2.1705529517829195e-173,1.419286973253804,0.215,0.08,2.9400139731899645e-169,9,Pde3b
2.2793287380905637e-173,1.0581262489954861,0.376,0.208,3.0873507757436685e-169,7,Tmem158
4.570115600791515e-173,1.4919247471581372,0.475,0.176,6.190221581272107e-169,18,E2f3
5.07170728250082e-173,1.7832469564655515,0.351,0.185,6.86962751414736e-169,11,Rreb1
7.426343590124023e-173,1.3938400564536322,0.583,0.255,1.0058982392822988e-168,18,Bckdk
7.446256061536421e-173,1.0461156205667452,0.419,0.233,1.0085953835351083e-168,8,Flnb
1.0879897743524006e-172,1.1250926431838253,0.793,0.464,1.4736821493603265e-168,18,Naa50
1.1197510199836643e-172,1.952704647077467,0.052,0.013,1.5167027565678734e-168,3,Morc1
1.1854392081530527e-172,1.2306168958812,0.375,0.189,1.6056774074433098e-168,10,Dbndd2
1.664261853987745e-172,1.4347245157571384,0.407,0.188,2.2542426812264006e-168,13,AW011738
1.8172890236148067e-172,1.12229913040455,0.66,0.505,2.461517982486256e-168,11,Smurf2
2.232641721382981e-172,2.2751641147501065,0.066,0.014,3.024113211613248e-168,7,Lipt2
3.029948039054758e-172,1.231077350227564,0.692,0.35,4.10406461889967e-168,18,Itpa
3.762939535992831e-172,1.1656379771039007,0.737,0.395,5.09690160150229e-168,18,Smc5
4.365190657453045e-172,1.1019186241180554,0.308,0.147,5.91265074552015e-168,8,Ttll12
4.4952781330476035e-172,4.285277011136465,0.054,0.004,6.088854231212979e-168,18,Rbm44
8.170189010364932e-172,1.1867084367960439,0.25,0.114,1.10665210145393e-167,7,Tsr2
8.324788696058358e-172,1.211911460182501,0.282,0.137,1.1275926288811047e-167,7,Pim3
9.267148867410069e-172,1.2888105534094838,0.115,0.047,1.255235314090694e-167,3,D930028M14Rik
1.0157150387709978e-171,1.6519583120577617,0.402,0.134,1.3757860200153166e-167,18,Ipp
1.1511728016522758e-171,1.7056241029598174,0.105,0.036,1.5592635598380076e-167,5,Gm13522
1.4393328224930744e-171,3.419138686632624,0.031,0.003,1.9495763080668694e-167,8,Map1a
1.4893627208497294e-171,1.572782745115266,0.117,0.042,2.0173418053909583e-167,5,Rasgef1a
3.267117566611061e-171,1.0870198829198476,0.833,0.512,4.425310743974682e-167,18,Rb1
4.826719528667932e-171,1.7861182711029477,0.112,0.033,6.537791601580714e-167,7,Rsad1
6.958799237821535e-171,2.0772475346394312,0.317,0.087,9.425693567629269e-167,19,Pvrig
1.0129238583016042e-170,1.127376661574635,0.279,0.134,1.372005366069523e-166,7,Dhodh
1.0363574098322465e-170,1.814362516192214,0.115,0.032,1.4037461116177778e-166,8,Nid2
1.048704475256697e-170,1.0412758765544725,0.834,0.515,1.420470211735196e-166,18,Acadl
1.346325237715468e-170,2.5375012286139573,0.068,0.013,1.8235975344856013e-166,8,Upk1a
1.3773087428325639e-170,1.8673898633590316,0.34,0.102,1.865564692166708e-166,18,Car5b
1.9450200644972738e-170,2.287565963881642,0.194,0.039,2.6345296773615573e-166,18,Atrnl1
2.4232389688233233e-170,1.4255025358361424,0.547,0.397,3.282277183271191e-166,11,Spata5
4.3623014585453626e-170,1.7104906878639166,0.137,0.043,5.908737325599694e-166,8,Pidd1
4.466747764691967e-170,1.3778987915128533,0.628,0.298,6.050209847275269e-166,18,Msh6
5.383044552282237e-170,1.135013904138749,0.399,0.221,7.29133384606629e-166,8,Tuba1c
6.220110952359416e-170,1.5429395927613485,0.115,0.041,8.425140284970829e-166,5,Cass4
6.447338314132873e-170,1.1839751543945671,0.19,0.088,8.732919746492976e-166,5,Atp9a
6.5530145076239274e-170,1.0667122149136907,0.386,0.209,8.87605815057661e-166,8,Cd79b
6.945106825049465e-170,1.5714938155983236,0.161,0.051,9.407147194529501e-166,10,Adam8
7.269753213080181e-170,2.2805694153504366,0.069,0.015,9.846880727117105e-166,7,Akap1
7.558323796586617e-170,3.036624496628651,0.037,0.005,1.0237749582476573e-165,7,4933421A08Rik
8.767501178538393e-170,1.7644454884475222,0.118,0.036,1.1875580346330253e-165,7,Tmem120b
1.0249939313767883e-169,4.566366473699412,0.045,0.002,1.3883542800498597e-165,18,H1fx
1.0655649854574065e-169,1.0649450410989807,0.314,0.151,1.4433077728020571e-165,8,Cdk2ap1
1.3671690071478448e-169,1.5900576057967895,0.138,0.043,1.851830420181756e-165,8,Sept10
1.6185316331343125e-169,1.0971687800938044,0.809,0.49,2.1923010970804263e-165,18,Nfyb
1.7396068145035576e-169,1.0027360733264714,0.331,0.172,2.3562974302450687e-165,7,Mettl2
1.934818337271607e-169,1.8538440801053038,0.112,0.031,2.620711437834392e-165,8,Gm7879
3.808549676956231e-169,1.663320468116033,0.387,0.126,5.158680537437215e-165,18,Tlnrd1
4.6063839754806905e-169,1.991525847864489,0.091,0.022,6.239347094788595e-165,8,Rad51c
4.762954655181229e-169,1.4252304544847871,0.707,0.391,6.451422080442974e-165,18,Fdps
5.317797523740047e-169,1.6436350328101748,0.103,0.035,7.202956745905895e-165,5,Tacc2
